訂單號,訂單序號,品號,品名,規格,訂單數量,單價,訂單金額,匯率,結案碼,客戶代號,客戶簡稱,型態別,通路別
201911043  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911044  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911045  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911046  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911047  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911048  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911049  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911050  ,0001,6100315-D-000,軸封基本維修+中空軸心+中空導磁環,BXC1500C/BCM1500C+ABS0006C,1.0,37000.0,37000.0,1.0,N,S0091,TSMC-8,201,101
201911051  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201911052  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,3.0,9100.0,36400.0,1.0,Y,F0070,AUOL6A,201,102
201911052  ,0002,6100319-A-C13,軸封基本維修,DXS0030W/DXS0030WMR00001,1.0,9100.0,36400.0,1.0,Y,F0070,AUOL6A,201,102
201911053  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911054  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201911055  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912001  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912002  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912003  ,0001,6100125-H-C01,軸封維修(統包)+改裝測漏檢知(依拆解評估是否增加一顆6006zz軸承),AXS0030W/AL3851,4.0,25000.0,100000.0,1.0,Y,F0088,恆顥,201,102
201912004  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,Y,F0076,聯毅,202,101
201912005  ,0001,6100141-E-C02,軸封基本維修(統包),XXH0100C/AL2260,1.0,435000.0,435000.0,1.0,Y,F0015,AGS-台灣,202,102
201912006  ,0001,6100312-E-C13,軸封基本維修(統包),XXH0100C/AL2250,1.0,325000.0,325000.0,1.0,Y,F0015,AGS-台灣,202,102
201912007  ,0001,6100108-A-C02,軸封基本維修,AXC0075C/32401B、D、E,1.0,51300.0,51300.0,1.0,Y,S0011,力積電,201,101
201912008  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912009  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912010  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912011  ,0001,6100082-D-C02,軸封基本維修+軸心+導磁環,AXH0070C/45256A,1.0,134100.0,134100.0,1.0,Y,F0009,INX-4,201,102
201912012  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912013  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912014  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912015  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,Y,F0076,聯毅,202,101
201912016  ,0001,6100035-H-C01,軸封基本維修(統包),AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912017  ,0001,6100035-H-C01,軸封基本維修(統包),AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912018  ,0001,6500015-A-000,分割器模組基本維修,102106760(H2000-10/5-H200-340-MS50-RH),1.0,65000.0,65000.0,1.0,Y,F0015,AGS-台灣,202,102
201912019  ,0001,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,21000.0,1.0,Y,O0211,政昊科技,203,107
201912019  ,0002,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,21000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0001,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0002,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0003,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0004,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0005,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912020  ,0006,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,63000.0,1.0,Y,O0211,政昊科技,203,107
201912021  ,0001,6100314-A-000,軸封基本維修,XXH0100C/AL2250補償器,1.0,35000.0,35000.0,1.0,Y,F0015,AGS-台灣,202,102
201912022  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912023  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912024  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,Y,F0076,聯毅,202,101
201912025  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912026  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912027  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912028  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912029  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912030  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912031  ,0001,6100122-E-C01,軸封基本維修(統包),AXS0030W/AL2720,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912032  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912033  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912034  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912035  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912036  ,0001,6100133-J-C01,軸封基本維修(統包),AXS0020W/XXS0020WMR00001,1.0,0.0,35000.0,1.0,N,S0015,新唐,201,101
201912036  ,0002,6100133-K-C01,軸封基本維修(統包)+改裝密封圈,AXS0020W/XXS0020WMR00001,1.0,35000.0,35000.0,1.0,N,S0015,新唐,201,101
201912037  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
201912038  ,0001,6100133-J-C01,軸封基本維修(統包),AXS0020W/XXS0020WMR00001,2.0,15500.0,31000.0,1.0,y,S0015,新唐,201,101
201912039  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912040  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912041  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912042  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,32800.0,32800.0,1.0,Y,F0076,聯毅,202,101
201912043  ,0001,6100129-E-C01,軸封基本維修(統包),AXS0030W/AL2711,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912044  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912045  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912046  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912047  ,0001,6100090-E-C01,軸封基本維修(統包),AXS0030W/AL2290,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912048  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912049  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912050  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
201912051  ,0001,311000807,軸心,(SUS420)X280G010,3.0,6400.0,23960.0,1.0,Y,F0070,AUOL6A,201,102
201912051  ,0002,99999,測漏檢知器,,1.0,4760.0,23960.0,1.0,Y,F0070,AUOL6A,201,102
201912052  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,4.0,9900.0,39600.0,1.0,Y,F0070,AUOL6A,201,102
201912053  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
201912054  ,0001,6100125-H-C01,軸封維修(統包)+改裝測漏檢知(依拆解評估是否增加一顆6006zz軸承),AXS0030W/AL3851,1.0,25000.0,25000.0,1.0,Y,F0088,恆顥,201,102
202001001  ,0001,6100140-H-C02,軸封基本維修+馬達組+軸心,XXH0100W/AL1350,1.0,1573200.0,1573200.0,1.0,Y,F0015,AGS-台灣,202,102
202001002  ,0001,6100155-A-C02,軸封基本維修,AXS0006C/63739Z,1.0,10800.0,10800.0,1.0,N,S0091,TSMC-8,201,101
202001003  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001004  ,0001,6100321-C-C13,軸封基本維修+導磁環,AFS0050T/V6705016 CD4080,1.0,39000.0,39000.0,1.0,Y,F0019,日揚,203,101
202001005  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001006  ,0001,6100069-B-F02,軸封基本維修+軸心,BXS0875C/52-131938C,1.0,44000.0,44000.0,1.0,Y,O0023,亞太竑,203,106
202001007  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001008  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001009  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001010  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001011  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001012  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001013  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001014  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001015  ,0001,6100291-J-C13,軸封基本維修+內軸導磁環+中軸導磁環+外導磁環,BXC0750C/22-354675-00A,1.0,87100.0,87100.0,1.0,Y,F0076,聯毅,202,101
202001016  ,0001,6100291-H-C13,軸封基本維修+改裝,BXC0750C/22-354675-00A,1.0,63500.0,63500.0,1.0,Y,F0076,聯毅,202,101
202001017  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202001018  ,0001,6100173-E-F02,軸封基本維修+導磁環+墊圈+軸心修改,UV101716/19S4009,1.0,39500.0,39500.0,1.0,Y,S0105,漢磊二廠,201,101
202001019  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
202001020  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001021  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001022  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001023  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001024  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001025  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001026  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001027  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001028  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,41000.0,41000.0,1.0,Y,O0023,亞太竑,203,106
202001029  ,0001,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0002,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0003,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0004,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0005,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0006,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0007,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001029  ,0008,6100279-C-C13,軸封基本維修+導磁環,AXS0020W/52-133790E,1.0,10500.0,84000.0,1.0,Y,O0211,政昊科技,203,107
202001030  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202001031  ,0002,6100130-A-C02,軸封基本維修,AXH0200C/MVS-TS200FUS,1.0,370000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202001031  ,0003,6100130-E-000,軸封機架組裝+1顆軸承(16038 C3),AXH0200C/MVS-TS200FUS,1.0,65000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202001031  ,0004,6100130-F-000,主軸檢測(圖:1000726-01),AXH0200C/MVS-TS200FUS,1.0,5000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202001032  ,0001,6100127-F-C01,軸封基本維修+軸心+測漏檢知,AXS0030W/52-132565J,2.0,24600.0,51530.0,1.0,N,F0067,AUOL6B,201,102
202001032  ,0002,99999,維修費用,零用金,1.0,2330.0,51530.0,1.0,Y,F0067,AUOL6B,201,102
202001033  ,0001,6100291-A-C13,軸封基本維修,BXC0750C/22-354675-00A,1.0,0.0,0.0,1.0,N,F0076,聯毅,202,101
202002001  ,0001,6100140-H-C02,軸封基本維修+馬達組+軸心,XXH0100W/AL1350,1.0,1573200.0,1573200.0,1.0,Y,F0015,AGS-台灣,202,102
202002002  ,0001,6100291-A-C13,軸封基本維修,BXC0750C/22-354675-00A,1.0,61500.0,61500.0,1.0,N,F0076,聯毅,202,101
202002003  ,0001,6100130-A-C02,軸封基本維修,AXH0200C/MVS-TS200FUS,1.0,370000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202002003  ,0002,6100130-E-000,軸封機架組裝+1顆軸承(16038 C3),AXH0200C/MVS-TS200FUS,1.0,65000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202002003  ,0003,6100130-F-000,主軸檢測(圖:1000726-01),AXH0200C/MVS-TS200FUS,1.0,5000.0,440000.0,1.0,Y,F0089,優貝克,222,102
202002004  ,0001,6100133-J-C01,軸封基本維修(統包),AXS0020W/XXS0020WMR00001,1.0,35000.0,35000.0,1.0,Y,S0015,新唐,201,101
202002005  ,0001,6100096-B-C02,軸封基本維修+軸心,AXT400C/W-X00756B,1.0,531000.0,531000.0,1.0,Y,F0009,INX-4,201,102
202002006  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,4.0,9100.0,42800.0,1.0,Y,F0075,AUOL8A,201,102
202002006  ,0002,311000807,軸心,(SUS420)X280G010,1.0,6400.0,42800.0,1.0,Y,F0075,AUOL8A,201,102
202002007  ,0001,6100029-A-C02,軸封基本維修,AXS0006C/32030B 52568K,1.0,12000.0,12000.0,1.0,N,S0068,TSMC-3,201,101
202002008  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002009  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002010  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002011  ,0001,6100037-I-C01,軸封基本維修(統包),AXS0030W/AL2710,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002012  ,0001,6100291-C-C13,軸封基本維修+中軸導磁環,BXC0750C/22-354675-00A,1.0,71500.0,71500.0,1.0,N,F0076,聯毅,202,101
202002013  ,0001,6100291-C-C13,軸封基本維修+中軸導磁環,BXC0750C/22-354675-00A,1.0,71500.0,71500.0,1.0,N,F0076,聯毅,202,101
202002014  ,0001,6100043-A-C05,軸封基本維修,AXS0020C/XNS0020CNX00001,1.0,24000.0,24000.0,1.0,N,S0015,新唐,201,101
202002015  ,0001,6100291-C-C13,軸封基本維修+中軸導磁環,BXC0750C/22-354675-00A,1.0,71500.0,71500.0,1.0,N,F0076,聯毅,202,101
202002016  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,4.0,9100.0,45500.0,1.0,Y,F0070,AUOL6A,201,102
202002016  ,0002,6100261-A-C01,軸封基本維修,XXS0030W/AL0019,1.0,9100.0,45500.0,1.0,Y,F0070,AUOL6A,201,102
202002017  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
202002018  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
202002019  ,0001,6500002-H-000,TG模組基本維修+內軸心整修,AHD 469 End BLOCK 從動端,2.0,42070.0,152280.0,1.0,N,O0170,正鈾科技,202,107
202002019  ,0002,6500003-A-000,TG模組基本維修,AHD 469 End BLOCK 驅動端,2.0,34070.0,152280.0,1.0,N,O0170,正鈾科技,202,107
202002020  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002021  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002022  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002023  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002024  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002025  ,0001,6100034-E-C01,軸封基本維修(統包),AXS0030C/AL1230,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202002026  ,0001,6100244-A-C01,軸封基本維修,AXH0008C/ACH008,1.0,6800.0,6800.0,1.0,Y,F0076,聯毅,202,101
202002027  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,2.0,9100.0,24600.0,1.0,Y,F0073,AUOL7A,201,102
202002027  ,0002,311000807,軸心,(SUS420)X280G010,1.0,6400.0,24600.0,1.0,Y,F0073,AUOL7A,201,102
202002028  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,6.0,9100.0,73800.0,1.0,Y,F0075,AUOL8A,201,102
202002028  ,0002,311000807,軸心,(SUS420)X280G010,3.0,6400.0,73800.0,1.0,Y,F0075,AUOL8A,201,102
202003001  ,0001,6100122-E-C01,軸封基本維修(統包),AXS0030W/AL2720,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003002  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003003  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003004  ,0001,6100036-E-C01,軸封基本維修(統包),AXS0030W/AL1260,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003005  ,0001,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,1.0,810.0,810.0,29.95,Y,F0015,AGS-台灣,202,102
202003006  ,0001,512010352,軸封修改,(SUS)102-001442修改,1.0,1500.0,1500.0,1.0,Y,O0030,漢民,202,101
202003007  ,0001,512010404,軸封修改,(SUS)(料號:131000055),1.0,2000.0,2000.0,1.0,Y,O0030,漢民,202,101
202003008  ,0001,6100039-H-C02,軸封基本維修+新軸承結構+外軸環+外導磁環,AXC0134C/W-X00539,1.0,150000.0,150000.0,1.0,Y,F0079,三和,202,107
202003009  ,0001,6100103-A-C01,軸封基本維修,AXS0030W/XXS0030WMR00001,1.0,10000.0,30000.0,1.0,Y,F0092,凌巨,201,102
202003009  ,0002,6100036-A-C01,軸封基本維修,AXS0030W/AL1260,2.0,10000.0,30000.0,1.0,Y,F0092,凌巨,201,102
202003010  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,100000.0,100000.0,1.0,Y,F0081,業實,202,102
202003011  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,4.0,9900.0,53400.0,1.0,Y,F0070,AUOL6A,201,102
202003011  ,0002,311000986,軸心,(SUS420)φ56.85*L162,2.0,6900.0,53400.0,1.0,Y,F0070,AUOL6A,201,102
202003012  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
202003013  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,Y,F0076,聯毅,202,101
202003014  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A/22-397496-00B,1.0,34000.0,34000.0,1.0,N,F0076,聯毅,202,101
202003015  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,31500.0,31500.0,1.0,N,F0076,聯毅,202,101
202003016  ,0001,6100035-H-C01,軸封基本維修(統包),AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003017  ,0001,6100035-H-C01,軸封基本維修(統包),AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
202003018  ,0001,6100035-H-C01,軸封基本維修(統包),AXS0030W/AL1240,1.0,14000.0,14000.0,1.0,Y,F0015,AGS-台灣,202,102
