order quantity,price per unit,Log (price per unit),Total_in_NTD,item_name,規格,Customer,By_way,Types,Deal
8.0,71233.68,11.173721019262757,2100111.7199999997,SMC - Water-outlet Twinmag /Rot.,102398821,AMAT,DISPLAY,國內設備商,1.0
8.0,71233.68,11.173721019262757,2100111.7199999997,SMC - Water-outlet Twinmag /Rot.,102398821,AMAT,DISPLAY,國內設備商,1.0
2.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-14/11",102107280,AMAT,DISPLAY,國內設備商,1.0
4.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-08/06",102107370,AMAT,DISPLAY,國內設備商,1.0
2.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 14/11-3/4"" (SMC)",102184961,AMAT,DISPLAY,國內設備商,1.0
4.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 08/06-3/4"" (SMC)",102184963,AMAT,DISPLAY,國內設備商,1.0
1.0,43918.28,10.690085913303625,2100111.7199999997,Water outlet1of2centerwall AR1400L-2200,102239147,AMAT,DISPLAY,國內設備商,1.0
1.0,22981.56,10.04244743421615,2100111.7199999997,Water inlet1of2 centerwall AR1800/2200,102239217,AMAT,DISPLAY,國內設備商,1.0
1.0,8789.76,9.081342686552203,2100111.7199999997,Water inlet2of2centerwall AR1800/2200,102239359,AMAT,DISPLAY,國內設備商,1.0
1.0,11841.76,9.37938754603953,2100111.7199999997,Water outlet2of2centerwall AR1400L-2200,102239360,AMAT,DISPLAY,國內設備商,1.0
2.0,8576.119999999999,9.056736875750001,2100111.7199999997,"Water inflow 3/4""-10/08",102107369,AMAT,DISPLAY,國內設備商,1.0
2.0,19715.92,9.889181710198859,2100111.7199999997,"Water recirculation 10/08-3/4"" (SMC)",102184965,AMAT,DISPLAY,國內設備商,1.0
5.0,5798.8,8.665406278576743,2100111.7199999997,"Water inflow 3/4""-M22x1.5/DN12",102121090,AMAT,DISPLAY,國內設備商,1.0
1.0,14497.0,9.581697010450897,2100111.7199999997,"Water recirculation M22x1.5-3/4"" (SMC)",102198335,AMAT,DISPLAY,國內設備商,1.0
4.0,11078.76,9.312785040681106,2100111.7199999997,"Water recirc. 3/4""-M22x1.5/DN12",102121168,AMAT,DISPLAY,國內設備商,1.0
2.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-14/11",102107280,AMAT,DISPLAY,國內設備商,1.0
4.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-08/06",102107370,AMAT,DISPLAY,國內設備商,1.0
2.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 14/11-3/4"" (SMC)",102184961,AMAT,DISPLAY,國內設備商,1.0
4.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 08/06-3/4"" (SMC)",102184963,AMAT,DISPLAY,國內設備商,1.0
1.0,43918.28,10.690085913303625,2100111.7199999997,Water outlet1of2centerwall AR1400L-2200,102239147,AMAT,DISPLAY,國內設備商,1.0
1.0,22981.56,10.04244743421615,2100111.7199999997,Water inlet1of2 centerwall AR1800/2200,102239217,AMAT,DISPLAY,國內設備商,1.0
1.0,8789.76,9.081342686552203,2100111.7199999997,Water inlet2of2centerwall AR1800/2200,102239359,AMAT,DISPLAY,國內設備商,1.0
1.0,11841.76,9.37938754603953,2100111.7199999997,Water outlet2of2centerwall AR1400L-2200,102239360,AMAT,DISPLAY,國內設備商,1.0
2.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-14/11",102107280,AMAT,DISPLAY,國內設備商,1.0
4.0,8667.68,9.067356444577463,2100111.7199999997,"Water inflow 3/4""-08/06",102107370,AMAT,DISPLAY,國內設備商,1.0
2.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 14/11-3/4"" (SMC)",102184961,AMAT,DISPLAY,國內設備商,1.0
4.0,15534.68,9.650830222966778,2100111.7199999997,"Water recirculation 08/06-3/4"" (SMC)",102184963,AMAT,DISPLAY,國內設備商,1.0
1.0,43918.28,10.690085913303625,2100111.7199999997,Water outlet1of2centerwall AR1400L-2200,102239147,AMAT,DISPLAY,國內設備商,1.0
1.0,22981.56,10.04244743421615,2100111.7199999997,Water inlet1of2 centerwall AR1800/2200,102239217,AMAT,DISPLAY,國內設備商,1.0
1.0,8789.76,9.081342686552203,2100111.7199999997,Water inlet2of2centerwall AR1800/2200,102239359,AMAT,DISPLAY,國內設備商,1.0
1.0,11841.76,9.37938754603953,2100111.7199999997,Water outlet2of2centerwall AR1400L-2200,102239360,AMAT,DISPLAY,國內設備商,1.0
2.0,8576.119999999999,9.056736875750001,2100111.7199999997,"Water inflow 3/4""-10/08",102107369,AMAT,DISPLAY,國內設備商,1.0
2.0,19715.92,9.889181710198859,2100111.7199999997,"Water recirculation 10/08-3/4"" (SMC)",102184965,AMAT,DISPLAY,國內設備商,1.0
2.0,8576.119999999999,9.056736875750001,2100111.7199999997,"Water inflow 3/4""-10/08",102107369,AMAT,DISPLAY,國內設備商,1.0
2.0,19715.92,9.889181710198859,2100111.7199999997,"Water recirculation 10/08-3/4"" (SMC)",102184965,AMAT,DISPLAY,國內設備商,1.0
4.0,337500.0,12.729320789294722,1350000.0,END BLOCK,FE020L001,力寶來,OTHERS,國內代理商,1.0
1.0,5798.8,8.665406278576743,993883.7999999999,"Water inflow 3/4""-M22x1.5/DN12",102121090,AMAT,DISPLAY,國內設備商,1.0
8.0,5798.8,8.665406278576743,993883.7999999999,"Water inflow 3/4""-M22x1.5/DN12",102121090,AMAT,DISPLAY,國內設備商,1.0
8.0,11078.76,9.312785040681106,993883.7999999999,"Water recirc. 3/4""-M22x1.5/DN12",102121168,AMAT,DISPLAY,國內設備商,1.0
2.0,11750.2,9.371625540704041,993883.7999999999,Waterinlet RF-generator,102150886,AMAT,DISPLAY,國內設備商,1.0
2.0,22004.92,9.999021343701205,993883.7999999999,SMC - Wateroutlet RF-generator,102197318,AMAT,DISPLAY,國內設備商,1.0
2.0,8667.68,9.067356444577463,993883.7999999999,"Water inflow 3/4""-14/11",102107280,AMAT,DISPLAY,國內設備商,1.0
4.0,8667.68,9.067356444577463,993883.7999999999,"Water inflow 3/4""-08/06",102107370,AMAT,DISPLAY,國內設備商,1.0
2.0,15534.68,9.650830222966778,993883.7999999999,"Water recirculation 14/11-3/4"" (SMC)",102184961,AMAT,DISPLAY,國內設備商,1.0
4.0,15534.68,9.650830222966778,993883.7999999999,"Water recirculation 08/06-3/4"" (SMC)",102184963,AMAT,DISPLAY,國內設備商,1.0
1.0,43918.28,10.690085913303625,993883.7999999999,Water outlet1of2centerwall AR1400L-2200,102239147,AMAT,DISPLAY,國內設備商,1.0
1.0,22981.56,10.04244743421615,993883.7999999999,Water inlet1of2 centerwall AR1800/2200,102239217,AMAT,DISPLAY,國內設備商,1.0
1.0,8789.76,9.081342686552203,993883.7999999999,Water inlet2of2centerwall AR1800/2200,102239359,AMAT,DISPLAY,國內設備商,1.0
1.0,11841.76,9.37938754603953,993883.7999999999,Water outlet2of2centerwall AR1400L-2200,102239360,AMAT,DISPLAY,國內設備商,1.0
2.0,8576.119999999999,9.056736875750001,993883.7999999999,"Water inflow 3/4""-10/08",102107369,AMAT,DISPLAY,國內設備商,1.0
2.0,19715.92,9.889181710198859,993883.7999999999,"Water recirculation 10/08-3/4"" (SMC)",102184965,AMAT,DISPLAY,國內設備商,1.0
2.0,11750.2,9.371625540704041,993883.7999999999,Waterinlet RF-generator,102150886,AMAT,DISPLAY,國內設備商,1.0
2.0,22004.92,9.999021343701205,993883.7999999999,SMC - Wateroutlet RF-generator,102197318,AMAT,DISPLAY,國內設備商,1.0
4.0,1403.92,7.247023602905351,993883.7999999999,Manual valve for drain,102196078,AMAT,DISPLAY,國內設備商,1.0
4.0,3479.2799999999997,8.154580654810752,993883.7999999999,Host line assy. SIHI-pump,102198337,AMAT,DISPLAY,國內設備商,1.0
1.0,14497.0,9.581697010450897,993883.7999999999,"Water recirculation M22x1.5-3/4"" (SMC)",102198335,AMAT,DISPLAY,國內設備商,1.0
2.0,45474.8,10.724913605355761,993883.7999999999,"Pipe blow out R3""",102113308,AMAT,DISPLAY,國內設備商,1.0
16.0,8515.08,9.049593988237621,993883.7999999999,Waterconnection Inlet,102150710,AMAT,DISPLAY,國內設備商,1.0
4.0,6775.44,8.821059588288536,993883.7999999999,Connecting piece MF-generator DN 20,102099644,AMAT,DISPLAY,國內設備商,1.0
4.0,36778.130000000005,10.512658654016397,588450.0800000001,軸封新品,BXS0175CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
4.0,36778.130000000005,10.512658654016397,588450.0800000001,軸封新品,BXS0175CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
4.0,36778.130000000005,10.512658654016397,588450.0800000001,軸封新品,BXS0175CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
4.0,36778.130000000005,10.512658654016397,588450.0800000001,軸封新品,BXS0175CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
1.0,3029.5,8.016152868385044,6059.0,0191-71059 FAI cost,SHAFT LEFT DOOR W/MAGNETIC FEED THRU 25K,AMAT,DISPLAY,國內設備商,1.0
1.0,3029.5,8.016152868385044,6059.0,0191-71060 FAI cost,SHAFT RIGHT DOOR W/MAGNETIC FEED THRU 25,AMAT,DISPLAY,國內設備商,1.0
1.0,253407.87,12.442755604003315,270163.62,"Water connection 4x3"" AR1800",102402607,AMAT,DISPLAY,國內設備商,1.0
2.0,6763.23,8.819255865572737,13526.46,Connecting piece MF-generator DN 20,102099644,AMAT,DISPLAY,國內設備商,1.0
2.0,25590.6,10.149980375537817,51181.2,線性滑軌+滑塊(Rollon),ULC-900/1/CSW63-345-2Z-B,AMAT,DISPLAY,國內設備商,0.0
2.0,36984.51,10.518254455319902,274185.0,軸封新品,BXS0175CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
2.0,36984.51,10.518254455319902,274185.0,軸封新品,BXS0175CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
2.0,31561.74,10.359700906519887,274185.0,軸封新品,BXM1378CNZ00003/0191-73437_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,31561.74,10.359700906519887,274185.0,軸封新品,BXM1378CNZ00004/0191-73438_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
52.0,6160.022999999999,8.725835790286828,320321.196,滾輪鍍層加工(311002884),(SKD11)CromaPlus 102396152_000_00(3402),AMAT,DISPLAY,國內設備商,1.0
2.0,31546.2,10.359208416975335,548100.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,31546.2,10.359208416975335,548100.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,36966.299999999996,10.51776196577535,548100.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
2.0,36966.299999999996,10.51776196577535,548100.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
2.0,31546.2,10.359208416975335,548100.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,31546.2,10.359208416975335,548100.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,36966.299999999996,10.51776196577535,548100.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
2.0,36966.299999999996,10.51776196577535,548100.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
4.0,22228.5,10.009130528298343,297374.7,"Water pipeline piece 3""",102095738,AMAT,DISPLAY,國內設備商,1.0
2.0,22746.149999999998,10.032151179288723,297374.7,"Water pipeline end piece 3""",102095739,AMAT,DISPLAY,國內設備商,1.0
2.0,22228.5,10.009130528298343,297374.7,"Water pipeline piece 3"" L=1575",102144209,AMAT,DISPLAY,國內設備商,1.0
1.0,53561.549999999996,10.888586738893464,297374.7,"Water pipeline connecting 3"" inlet below",102166613,AMAT,DISPLAY,國內設備商,1.0
1.0,42112.35,10.648096325820664,297374.7,"Waterpipeline connecting 3"" outlet below",102166615,AMAT,DISPLAY,國內設備商,1.0
1.0,78774.15,11.274340176341935,78774.15,water connector cpl.,102229896,AMAT,DISPLAY,國內設備商,1.0
10.0,1095.1200000000001,6.998619225287257,669970.0800000001,Accessories for water-manifold,102065831,AMAT,DISPLAY,國內設備商,1.0
6.0,1034.28,6.941460811447308,669970.0800000001,Connecting piece 8/6 assy,102067265,AMAT,DISPLAY,國內設備商,1.0
2.0,10221.12,9.23221144679435,669970.0800000001,Water distribution 4-fold outlet,102096450,AMAT,DISPLAY,國內設備商,1.0
2.0,10221.12,9.23221144679435,669970.0800000001,Water distribution 4-fold inlet,102096591,AMAT,DISPLAY,國內設備商,1.0
2.0,7361.64,8.904038012987833,669970.0800000001,Water connect. TMH inlet assy. 8/6,102099426,AMAT,DISPLAY,國內設備商,1.0
4.0,6753.240000000001,8.817777668703426,669970.0800000001,Connecting piece MF-generator DN 20,102099644,AMAT,DISPLAY,國內設備商,0.0
1.0,45325.8,10.721631685770651,669970.0800000001,"Pipe blow out R3""",102113308,AMAT,DISPLAY,國內設備商,0.0
2.0,8487.18,9.046312068652512,669970.0800000001,Waterconnection Inlet,102150710,AMAT,DISPLAY,國內設備商,0.0
6.0,9399.78,9.148441563728893,669970.0800000001,"Water conn. Out 8/6-3/4"" SMC",102201449,AMAT,DISPLAY,國內設備商,1.0
2.0,14388.660000000002,9.57419567532308,669970.0800000001,"Water conn. Out 8/6-1 1/4"" SMC",102201456,AMAT,DISPLAY,國內設備商,1.0
2.0,9491.04,9.15810347464063,669970.0800000001,"Water conn. Out 10/8-3/4"" SMC",102201524,AMAT,DISPLAY,國內設備商,1.0
2.0,26495.82,10.184742263683649,669970.0800000001,"Water inflow R1 1/4""",102201856,AMAT,DISPLAY,國內設備商,1.0
2.0,29963.7,10.307741928003235,669970.0800000001,"Water conn. Out R1 1/4"" SMC",102201857,AMAT,DISPLAY,國內設備商,1.0
1.0,9582.300000000001,9.16767292565678,669970.0800000001,"Water conn. Out 12/9-3/4"" SMC",102201887,AMAT,DISPLAY,國內設備商,1.0
1.0,1764.3600000000001,7.475543297377566,669970.0800000001,"Connecting piece 12/9-G3/4""",102201888,AMAT,DISPLAY,國內設備商,1.0
2.0,2311.92,7.745833627117478,669970.0800000001,"Manual valve for drain 14mm-1 1/4""",102218396,AMAT,DISPLAY,國內設備商,1.0
1.0,9186.84,9.125527304206017,669970.0800000001,"Water inflow RF-generator 1 1/4""-3/4"" SMC",102280154,AMAT,DISPLAY,國內設備商,1.0
1.0,25704.9,10.15443691418832,669970.0800000001,"Wateroutlet RF-generator 1 1/4""-3/4"" SMC",102280155,AMAT,DISPLAY,國內設備商,1.0
1.0,98865.0,11.50151056215493,669970.0800000001,Flex tube Maxcool,102377270,AMAT,DISPLAY,國內設備商,0.0
1.0,7361.64,8.904038012987833,669970.0800000001,Water connect. TMH inlet assy. 8/6,102099426,AMAT,DISPLAY,國內設備商,1.0
1.0,14388.660000000002,9.57419567532308,669970.0800000001,"Water conn. Out 8/6-1 1/4"" SMC",102201456,AMAT,DISPLAY,國內設備商,1.0
12.0,1095.1200000000001,6.998619225287257,669970.0800000001,Accessories for water-manifold,300064246(102065831),AMAT,DISPLAY,國內設備商,1.0
2.0,10221.12,9.23221144679435,669970.0800000001,Water distribution 4-fold outlet,102096450,AMAT,DISPLAY,國內設備商,1.0
2.0,10221.12,9.23221144679435,669970.0800000001,Water distribution 4-fold inlet,102096591,AMAT,DISPLAY,國內設備商,1.0
1.0,9186.84,9.125527304206017,669970.0800000001,"Water inflow RF-generator 1 1/4""-3/4"" SMC",102280154,AMAT,DISPLAY,國內設備商,1.0
1.0,25704.9,10.15443691418832,669970.0800000001,"Wateroutlet RF-generator 1 1/4""-3/4"" SMC",102280155,AMAT,DISPLAY,國內設備商,1.0
2.0,3376.6200000000003,8.124630488143481,37234.08,滾輪,(1.2379)102409293_000_00,AMAT,DISPLAY,國內設備商,1.0
1.0,13719.42,9.526567626333826,37234.08,Water distribution 8-fold inlet,102096593,AMAT,DISPLAY,國內設備商,1.0
1.0,13719.42,9.526567626333826,37234.08,Water distribution 8-fold inlet,102096323,AMAT,DISPLAY,國內設備商,1.0
10.0,338460.68,12.7321632050601,3384606.8,Drive unit / AR1200,102403595_000_00(只製作102403550_000_00不含滾輪),AMAT,DISPLAY,國內設備商,1.0
4.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
4.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
4.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
4.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_5,AMAT,DISPLAY,國內設備商,1.0
2.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
2.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_1,AMAT,DISPLAY,國內設備商,1.0
2.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
2.0,36407.86,10.502539964380361,1079640.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_7,AMAT,DISPLAY,國內設備商,1.0
2.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_2,AMAT,DISPLAY,國內設備商,1.0
2.0,31069.64,10.343986415580346,1079640.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_2,AMAT,DISPLAY,國內設備商,1.0
2.0,8716.2,9.072938642106893,17432.4,Waterconnection Outlet,102338072,AMAT,DISPLAY,國內設備商,0.0
1.0,306459.0,12.632839257058254,306459.0,AMAT德國研發費用,Roller Bush complete test,AMAT,DISPLAY,國內設備商,1.0
4.0,285397.455,12.561638066676073,4754801.5200000005,Edge drive / 55kVii,102245869_000_06,AMAT,DISPLAY,國內設備商,0.0
4.0,247120.125,12.417629833419463,4754801.5200000005,Edge drive / 55kVii,102245874_000_08,AMAT,DISPLAY,國內設備商,0.0
4.0,326619.195,12.696550229989892,4754801.5200000005,Edge drive / 55kVii,102245885_000_08,AMAT,DISPLAY,國內設備商,0.0
4.0,329563.60500000004,12.705524649197226,4754801.5200000005,Edge drive / 55kVii,102245886_000_08,AMAT,DISPLAY,國內設備商,0.0
1.0,440189.29500000004,12.994960129287204,1033067.28,Water manifold PRC-O source,102405280,AMAT OLED,DISPLAY,國內設備商,0.0
1.0,466688.98500000004,13.053418329773798,1033067.28,Water manifold PRC-O standard,102405284,AMAT OLED,DISPLAY,國內設備商,0.0
30.0,4821.95,8.480933689545921,182335.6,P-Mag 2.0滾輪組,P-Mag 2.0 Roller complete/102410430_000_02,AMAT,DISPLAY,國內設備商,1.0
17.0,2216.2999999999997,7.703594417765628,182335.6,P-Mag 滾輪套件,P-Mag 1.0 Roller kit/102410149_000_02,AMAT,DISPLAY,國內設備商,1.0
1.0,443778.79,13.003081496540458,1041491.36,Water manifold PRC-O source,102405280,AMAT OLED,DISPLAY,國內設備商,0.0
1.0,470494.57,13.061539697027053,1041491.36,Water manifold PRC-O standard,102405284,AMAT OLED,DISPLAY,國內設備商,0.0
2.0,31380.44,10.353940047858574,272610.0,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_2,AMAT,DISPLAY,國內設備商,1.0
2.0,31380.44,10.353940047858574,272610.0,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_2,AMAT,DISPLAY,國內設備商,1.0
2.0,36772.06,10.51249359665859,272610.0,軸封新品,BXS1750CNR00001/0191-71059_001_REV_6,AMAT,DISPLAY,國內設備商,1.0
2.0,36772.06,10.51249359665859,272610.0,軸封新品,BXS1750CNR00002/0191-71060_001_REV_7,AMAT,DISPLAY,國內設備商,1.0
168.0,11193.0,9.323043861889268,1880424.0,大氣側滾輪組,Roller comp. for ATM side/102414946_000_01(3406),嶸傑,OTHERS,國內終端,0.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,1.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,1.0
2.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,1.0
2.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,1.0
2.0,32107.399999999998,10.376841812145258,5008996.72,"NAR2200 Water loop, 3/4""-3/4"" MF-Gen",102413251,AMAT,DISPLAY,國內設備商,1.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,0.0
2.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,0.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,0.0
2.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,0.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,0.0
12.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,0.0
6.0,32107.399999999998,10.376841812145258,5008996.72,"NAR2200 Water loop, 3/4""-3/4"" MF-Gen",102413251,AMAT,DISPLAY,國內設備商,0.0
12.0,69364.09999999999,11.147124721587431,5008996.72,"NAR2200 Water loop, 3/4""- GEKA DN20 blow",102413253,AMAT,DISPLAY,國內設備商,0.0
1.0,221722.8,12.309183231994503,5008996.72,"NAR2200 Water loop, Basic",102413249,AMAT,DISPLAY,國內設備商,0.0
12.0,26958.1,10.202039087765332,5008996.72,"NAR water loop, 3/4""-10/8 (LV or ADL)",102413250,AMAT,DISPLAY,國內設備商,0.0
6.0,32107.399999999998,10.376841812145258,5008996.72,"NAR2200 Water loop, 3/4""-3/4"" MF-Gen",102413251,AMAT,DISPLAY,國內設備商,0.0
12.0,69364.09999999999,11.147124721587431,5008996.72,"NAR2200 Water loop, 3/4""- GEKA DN20 blow",102413253,AMAT,DISPLAY,國內設備商,0.0
4.0,6724.38,8.813495006911426,5008996.72,Connecting piece MF-generator DN 20,102099644,AMAT,DISPLAY,國內設備商,0.0
4.0,1393.34,7.239459021528241,5008996.72,Manual valve for drain,102196078,AMAT,DISPLAY,國內設備商,0.0
12.0,8844.68,9.087571427307427,5008996.72,Waterconnection Outlet,102338072,AMAT,DISPLAY,國內設備商,0.0
12.0,8844.68,9.087571427307427,5008996.72,Waterconnection Outlet,102338072,AMAT,DISPLAY,國內設備商,0.0
24.0,6724.38,8.813495006911426,5008996.72,Connecting piece MF-generator DN 20,102099644,AMAT,DISPLAY,國內設備商,0.0
2.0,45132.1,10.71734902397865,5008996.72,"Pipe blow out R3""",102113308,AMAT,DISPLAY,國內設備商,0.0
20.0,8450.91,9.042029406860511,5008996.72,Waterconnection Inlet,102150710,AMAT,DISPLAY,國內設備商,0.0
1.0,526924.84,13.174813198756675,1665011.01,Drive unit / Carrier drive unit LM-PV (uncooled),102388791_000_03,AMAT,DISPLAY,國內設備商,0.0
1.0,810106.0499999999,13.604920444004497,1665011.01,Drive unit / Carrier drive unit LM-HV (cooled),102388784_000_03,AMAT,DISPLAY,國內設備商,0.0
1.0,273458.12,12.518903762976572,1665011.01,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,AMAT,DISPLAY,國內設備商,0.0
1.0,18174.0,9.807747280255292,1665011.01,Carrier drive unit FAI cost,102388791_000_03,AMAT,DISPLAY,國內設備商,0.0
1.0,18174.0,9.807747280255292,1665011.01,Carrier drive unit FAI cost,102388784_000_03,AMAT,DISPLAY,國內設備商,0.0
1.0,18174.0,9.807747280255292,1665011.01,Carrier drive unit FAI cost,102388766_000_02,AMAT,DISPLAY,國內設備商,0.0
2.0,31380.44,10.353940047858574,837457.9199999999,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_2,AMAT,DISPLAY,國內設備商,0.0
2.0,31380.44,10.353940047858574,837457.9199999999,軸封新品,BXM1750CNZ00003/0191-73437_001_REV_2,AMAT,DISPLAY,國內設備商,0.0
2.0,31380.44,10.353940047858574,837457.9199999999,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_2,AMAT,DISPLAY,國內設備商,0.0
2.0,31380.44,10.353940047858574,837457.9199999999,軸封新品,BXM1750CNZ00004/0191-73438_001_REV_2,AMAT,DISPLAY,國內設備商,0.0
2.0,36772.06,10.51249359665859,837457.9199999999,軸封新品,BXS1750CNR00001/0191-71059_001_REV_6,AMAT,DISPLAY,國內設備商,0.0
2.0,36772.06,10.51249359665859,837457.9199999999,軸封新品,BXS1750CNR00001/0191-71059_001_REV_6,AMAT,DISPLAY,國內設備商,0.0
2.0,36772.06,10.51249359665859,837457.9199999999,軸封新品,BXS1750CNR00002/0191-71060_001_REV_7,AMAT,DISPLAY,國內設備商,0.0
2.0,36772.06,10.51249359665859,837457.9199999999,軸封新品,BXS1750CNR00002/0191-71060_001_REV_7,AMAT,DISPLAY,國內設備商,0.0
4.0,36529.74,10.505882002326276,837457.9199999999,軸封新品,BXS1750CNR00003/0191-71227_001_REV_5,AMAT,DISPLAY,國內設備商,0.0
4.0,36529.74,10.505882002326276,837457.9199999999,軸封新品,BXS1750CNR00004/0191-71228_001_REV_4,AMAT,DISPLAY,國內設備商,0.0
4.0,36023.22,10.491919009515149,288185.76,軸封新品,BXS1750CNR00003/0191-71227_001_REV_5,AMAT,DISPLAY,國內設備商,0.0
4.0,36023.22,10.491919009515149,288185.76,軸封新品,BXS1750CNR00004/0191-71228_001_REV_4,AMAT,DISPLAY,國內設備商,0.0
21.0,11307.0,9.333177281935246,237447.0,P-Mag 滾輪組,P-Mag Roller unit/102406311_000_03(3406),嶸傑,OTHERS,國內終端,0.0
1.0,1149069.03,13.954462633355243,7593461.79,PCW-distributor 12 cat & 3 anodes 55KVi3,102415984,AMAT,DISPLAY,國內設備商,0.0
1.0,1149069.03,13.954462633355243,7593461.79,PCW-distributor 12 cat & 3 anodes 55KVi3,102415984,AMAT,DISPLAY,國內設備商,0.0
1.0,1149069.03,13.954462633355243,7593461.79,PCW-distributor 12 cat & 3 anodes 55KVi3,102415984,AMAT,DISPLAY,國內設備商,0.0
1.0,513853.61000000004,13.149693698425057,7593461.79,PCW-distributor PM-C Metal PiVot55KVi3,102415989,AMAT,DISPLAY,國內設備商,0.0
